Latitude,Longitude,Time
39.963192,116.350072,2025-06-30 16:11:58.444000+00:00
39.963192,116.350072,2025-06-30 16:12:28.711000+00:00
39.96320305,116.35006851,2025-06-30 16:12:59+00:00
39.963206,116.350068,2025-06-30 16:18:55.006000+00:00
39.96340694,116.34919197,2025-06-30 16:20:20+00:00
39.963212,116.350123,2025-06-30 16:23:28.165000+00:00
39.963212,116.350138,2025-06-30 16:28:30.923000+00:00
39.96329797,116.34902197,2025-06-30 16:30:26+00:00
39.96329881,116.34905363,2025-06-30 16:31:02+00:00
39.96318845,116.34907797,2025-06-30 16:32:24+00:00
39.96318637,116.34905477,2025-06-30 16:33:16+00:00
39.96345821,116.34912782,2025-06-30 16:40:42+00:00
39.963199,116.350097,2025-06-30 16:45:18.147000+00:00
39.96360753,116.34921647,2025-06-30 16:45:54+00:00
39.963579,116.34930111,2025-06-30 16:47:01+00:00
39.96350092,116.34936016,2025-06-30 16:47:47+00:00
39.96352733,116.34939389,2025-06-30 16:49:35+00:00
39.96343492,116.34949085,2025-06-30 16:51:36+00:00
39.96337028,116.34951776,2025-06-30 16:52:25+00:00
39.96341207,116.3494727,2025-06-30 16:53:07+00:00
39.96339957,116.34943776,2025-06-30 16:53:57+00:00
39.963211,116.350053,2025-06-30 17:25:19.753000+00:00
39.963195,116.350125,2025-07-01 00:27:00.869000+00:00
39.963195,116.350125,2025-07-01 00:28:18.598000+00:00
39.963186,116.350108,2025-07-01 00:30:37.511000+00:00
39.9632,116.350112,2025-07-01 00:51:38.145000+00:00
39.963212,116.350159,2025-07-01 01:04:56.146000+00:00
39.963212,116.350159,2025-07-01 01:05:26.302000+00:00
39.96335941,116.34926792,2025-07-01 01:07:27+00:00
39.96333189,116.34974318,2025-07-01 01:07:57+00:00
39.96332753,116.34994817,2025-07-01 01:08:27+00:00
39.96329342,116.35016378,2025-07-01 01:08:57+00:00
39.96328663,116.35019086,2025-07-01 01:09:27+00:00
39.96288989,116.3495784,2025-07-01 01:12:28.410000+00:00
39.96353539,116.35003403,2025-07-01 01:13:11.416000+00:00
39.96353986,116.34993335,2025-07-01 01:13:53.423000+00:00
39.96354736,116.34994148,2025-07-01 01:14:35.414000+00:00
39.96353985,116.34994002,2025-07-01 01:15:17.420000+00:00
39.96223813,116.35096008,2025-07-01 01:16:00.412000+00:00
39.96032256,116.35104573,2025-07-01 01:16:37+00:00
39.96039726,116.35025458,2025-07-01 01:17:08+00:00
39.96039343,116.35024766,2025-07-01 01:17:41.422000+00:00
39.96045154,116.35003963,2025-07-01 01:19:46+00:00
39.96039902,116.34994954,2025-07-01 01:20:30+00:00
39.9604145,116.34994336,2025-07-01 01:21:10.415000+00:00
39.96040804,116.34994356,2025-07-01 01:22:44.427000+00:00
39.96041196,116.34994081,2025-07-01 01:23:27+00:00
39.96042178,116.34994681,2025-07-01 01:24:13+00:00
39.96042212,116.34994489,2025-07-01 01:24:57+00:00
39.96043932,116.34995313,2025-07-01 01:25:40+00:00
39.96041647,116.3499347,2025-07-01 01:26:27+00:00
39.96049498,116.34994328,2025-07-01 01:55:55+00:00
39.960378,116.349995,2025-07-01 02:00:12.908000+00:00
39.96034112,116.34998581,2025-07-01 02:20:05+00:00
39.960385,116.349983,2025-07-01 02:25:46.281000+00:00
39.960371,116.349945,2025-07-01 02:42:30.386000+00:00
39.960382,116.349979,2025-07-01 02:55:05.649000+00:00
39.96051238,116.34998072,2025-07-01 03:07:55+00:00
39.960375,116.349952,2025-07-01 03:09:47.387000+00:00
39.96044474,116.34991569,2025-07-01 03:20:10+00:00
39.96043118,116.35008566,2025-07-01 03:21:22.415000+00:00
39.96086569,116.35111263,2025-07-01 03:22:09+00:00
39.96144853,116.35253639,2025-07-01 03:22:39.416000+00:00
39.96170158,116.3528686,2025-07-01 03:23:16+00:00
39.96251395,116.35223927,2025-07-01 03:25:55.420000+00:00
39.96324135,116.35085499,2025-07-01 03:26:26+00:00
39.96364716,116.35098136,2025-07-01 03:26:56+00:00
39.96347197,116.35124418,2025-07-01 03:27:29.384000+00:00
39.96352687,116.35108752,2025-07-01 03:27:59.413000+00:00
39.96317455,116.35072912,2025-07-01 03:28:41.421000+00:00
39.96314188,116.35055411,2025-07-01 03:29:17+00:00
39.96321021,116.35012404,2025-07-01 03:29:47+00:00
39.96322592,116.35005899,2025-07-01 03:32:19+00:00
39.96320922,116.35003256,2025-07-01 03:32:52+00:00
39.96319937,116.35002556,2025-07-01 03:33:31+00:00
39.96318488,116.35001318,2025-07-01 03:34:04+00:00
39.9631968,116.34998114,2025-07-01 03:34:42+00:00
39.96321941,116.34998731,2025-07-01 03:35:21+00:00
39.963214,116.350179,2025-07-01 03:44:46.952000+00:00
39.963214,116.350174,2025-07-01 03:46:52.076000+00:00
39.963211,116.350099,2025-07-01 03:49:43.861000+00:00
39.963219,116.350215,2025-07-01 04:21:05.426000+00:00
39.963219,116.350215,2025-07-01 04:22:52.232000+00:00
39.963219,116.3502,2025-07-01 04:36:16.093000+00:00
39.96330613,116.34922345,2025-07-01 05:01:39+00:00
39.963207,116.350088,2025-07-01 05:03:45.070000+00:00
39.96334063,116.34966969,2025-07-01 05:34:20+00:00
39.963211,116.35015,2025-07-01 06:23:41.951000+00:00
39.963196,116.35001,2025-07-01 06:25:00.779000+00:00
